,observed_sp_500_returns,forecast_randomwalk,forecast_engle_granger,lower_bound_engle_granger,upper_bound_engle_granger,adf_output,rsquared_step2,coefficients_of_eps_t_1__step2
2013-04-29,-3.353446655030101,1.5749855131818231,4.565721251678683,-4.1194212253498765,13.250863728707243,0.0006125756040956522,0.44453758270797417,0.0045301709231291235
2013-04-30,1.5505978729977166,-3.8645296546834147,6.905863351939274,-1.7801547834653597,15.591881487343908,0.000652452997929284,0.44440820688885174,0.005586734969448481
2013-05-01,0.5524926674168817,4.661710473521205,5.174986884993963,-3.5112958231249696,13.861269593112896,0.000677077943386556,0.4443453562028733,0.006289700943300667
2013-05-02,9.135820363668579,-2.9439482506861894,3.880808325262823,-4.8056077321519055,12.567224382677551,0.0006872752247247124,0.44429667656941807,0.006894406820341216
2013-05-03,-4.879645066518545,-0.9824993405693601,-4.756889497878511,-13.443550569830448,3.929771574073426,0.0006357170708084037,0.44433940060736443,0.006187063393933647
2013-05-06,0.07697633505472368,-7.7120132166854205,0.34228924305747266,-8.344122242095143,9.028700728210087,0.0006221581343207472,0.4443701369887526,0.006191101463632663
2013-05-07,-5.450376072528407,-10.600055309481698,-0.32593790555884894,-9.01210081608635,8.360225004968653,0.0006092618357502541,0.444369977887594,0.006212923092178958
2013-05-08,4.934909567419066,-6.6335656369595135,4.410469313181201,-4.275912857571177,13.096851483933579,0.0006237149656041637,0.4443483041893693,0.006807036037374146
2013-05-09,8.672350747694413,12.271163302379744,-0.8604367648776816,-9.546574042867103,7.825700513111741,0.0006086689876382873,0.4443784502066279,0.006734169495945736
2013-05-10,-4.77191924331839,4.149970345814021,-8.982243065520512,-17.669752755602886,-0.2947333754381365,0.0005606107971601807,0.44426639400578305,0.0056037250464590835
2013-05-13,-3.7389962962125267,-15.292705772987272,-3.240782373764061,-11.928358606430631,5.4467938589025096,0.0005446030410435791,0.4442553512211055,0.0050664327401723774
2013-05-14,-0.8396979795004533,3.7554764430175513,0.3639341275835717,-8.32339673646824,9.051264991635385,0.000544914938572648,0.44427290779711837,0.005115492827497851
2013-05-15,8.920914310633865,-3.214247334541243,1.2131969246007706,-7.473910013648792,9.900303862850334,0.0005477732533102784,0.44427055982317065,0.005247861982773903
2013-05-16,-9.840648765844051,8.842291159823713,-6.679572357933564,-15.367489537690066,2.008344821822938,0.0005196911626317138,0.44423598064316294,0.004320213249648924
2013-05-17,2.902256572375883,-5.902365337405369,2.4858217269744363,-6.202023932979543,11.173667386928415,0.0005325821767248717,0.4443375476882472,0.004697080173125964
2013-05-20,3.939487449820689,5.516001960239202,-0.3739407883635524,-9.061539806272258,8.313658229545151,0.000533196508215967,0.44434770357767284,0.004623812228483207
2013-05-21,-3.2170208108721177,7.688968995176662,-3.738194293943558,-12.425877309524395,4.94948872163728,0.0005193046360174738,0.4443245528517983,0.003917316294744139
2013-05-22,3.5415880267192,1.281353695880699,-0.20208734864952316,-8.889525518649037,8.48535082134999,0.0005195146061412353,0.44433737027008324,0.0038241411219748153
2013-05-23,-0.13425318519644236,-5.181547198057837,-3.3184024306464712,-12.005842316814402,5.369037455521458,0.0005086030435575047,0.4443209744298915,0.0032218791724453986
2013-05-24,-2.767535353036976,-7.199764931363139,-2.9839271066215822,-11.671299174797262,5.703444961554098,0.0005019318319647436,0.44429774117640375,0.002709067736780658
2013-05-28,5.527209531937949,3.083041489400891,-0.10173732578087469,-8.788860566938114,8.585385915376365,0.0005064477201010127,0.444307608486913,0.0026663300088987877
2013-05-29,2.22838003666892,1.6220087275152388,-4.831013232394414,-13.518455136460993,3.8564286716721634,0.0004912842648402655,0.4442735180993823,0.001783303429961875
2013-05-30,-5.459577686285932,-1.1317644133051883,-6.07537235226089,-14.76345836977509,2.6127136652533105,0.00047263752357192175,0.4441653477973383,0.0007063554937285603
